"a_sat","a_frust","b_sat","b_frust","c_sat","c_frust"
5.91528478520792,1.1968355641643,9.05681188073933,2.64854438637709,7.3600885780237,4.07937051531115
5.28290236424171,6.1698801067552,3.9170952621465,4.31409967454649,5.55249742837148,1.79527848820904
7.23602768926499,4.56145606270228,5.55547091651144,6.58929043076699,5.26414488578715,5.8739790011367
3.67141071700716,0.34081160973279,1.80267752965264,6.00641997154398,4.25556573701599,4.80337502871963
5.56958922397998,3.98477372565355,1.42114808224424,6.06431855678328,0,7.91195457087397
7.53762107755276,4.80110097152143,6.9200523501047,7.04018192180017,6.35339133199641,2.86125562186179
10,4.92519312334834,5.12046150261226,6.5264502941225,1.84822181686986,8.04273730887546
5.46842916123575,4.59308287960436,0,3.77442495165613,5.04390588370831,3.47159268814103
9.01644627241998,5.2125611452748,6.50992436720624,6.50088496033637,8.63122787102963,2.94665402372449
4.18106266754124,4.83194387550475,5.22589991663687,0.781401389235911,4.58327463042459,0.951317385147637
6.37908694752274,2.42781173533647,5.17712808369616,4.5925746087749,9.56307565275456,0.473876560032939
1.07148407785419,3.95686319148391,4.38316953057214,6.75374785583899,4.04846196774925,3.57092323786672
7.85906736421448,2.68820559855249,6.19823746530086,6.18284198279893,4.05668527755192,3.16157501324294
8.0748075744001,4.42131821837581,4.19251556975777,2.2586459966645,9.86236796261664,1.7318715360917
2.71808658745585,6.93598965577951,3.01030900665683,5.35004285783802,4.85656934625975,8.76596476003732
6.12734452447028,4.74745256297941,3.34283066236251,5.88603428012979,0,7.17711732576523
1.94825524488073,7.19050860600093,4.28510956992899,4.38737747482782,2.22894179421154,7.96821821511502
4.45581463129245,5.21528672699167,2.89779426630539,6.7144818707721,1.03908112227407,10
4.17661465741871,0.833404477514024,5.17422061709299,6.23512282080322,3.48113599332296,5.32470761354259
3.260731926735,3.37426804119418,8.18271059002472,0,1.89530020828079,5.27273947055191
10,4.17838251633318,6.41202246606407,3.2185823621079,7.94614919758396,5.2973043657575
2.80339712498774,0,2.27490571389194,3.70546174077763,7.33424884691084,0
5.95931519840005,8.35280627558781,4.05065956322085,8.31048241480597,3.74713297049325,6.42450633875445
9.75263328026852,1.4175990153862,9.20743447375354,2.74586323646697,7.46170289381812,4.4851755149938
5.30939418129886,6.88033080792212,6.76245049711388,6.39042534749475,3.25605893396366,8.38840701438251
6.76644148984453,5.71787446638683,3.1534605938217,1.98032385329857,3.32936861171325,4.80534186906204
5.0513862658351,6.82483452166679,5.24714855562223,6.26546088951098,5.36229593946869,6.37243761310454
4.87178655440698,5.32703768693139,4.7131716448204,7.32800513025554,6.58585353887572,4.37493925507037
3.94268710606233,3.78643608772856,7.09634968157319,4.03142151865364,2.18880528794846,4.13598635578393
4.46960673827409,4.77586028416546,4.99415085019239,1.22786975696615,6.15019046782707,8.45637245148785
5.76255076372178,6.17444596848936,3.78818847284546,5.47551637472912,6.97713759636285,4.7716321719608
6.02310378899371,4.45832364925676,5.82527269676804,4.15934976522912,1.80772977904826,4.45311516610652
3.69950783673975,5.43975380425818,4.61625650274831,5.41126154251482,2.81231529468499,5.17070271616712
2.95810901969611,5.70276602297727,5.52680557182641,4.50705864120279,2.55917967394712,5.98150760900842
5.41246770976632,9.28069542637487,1.08666767049091,5.81796752324353,1.52827674075757,8.82283473441839
6.591288360324,4.51320551696986,2.41643943535978,7.01069855356708,4.8739753920037,5.84419581789878
2.29343149941079,4.28988234326499,1.95879276097279,2.20014677578586,3.21214643334512,6.28724694968906
10,0,8.62738711832291,1.69132335287144,8.67006324988005,1.62302696370487
1.84655807678747,6.75593249167431,2.35282069082501,5.4986442108703,2.81742890457402,7.92371567055384
4.98093616987216,3.95804025970846,7.14757656565369,1.32565146488034,3.55630323971433,9.39698486968533
3.66830488513699,7.19999400495051,0,9.14283682175767,3.17138572640598,3.90913771305063
0,4.30205144669604,4.22370403252221,6.35618855826587,0,6.05200995187174
2.06275086707172,5.6590262903664,5.32689202558682,1.14797241837808,5.36175026884324,4.97719076502569
2.02681347923859,5.44556935451921,1.65882636798181,6.66566758943982,5.38485535441472,6.34961716733108
6.10095757836043,4.53716070132001,5.34959771900099,5.54589250680101,5.57032492413574,6.79479066647837
3.68068189292311,2.97753524483388,0.703695164225451,5.46733847951079,3.65563586645833,3.94903156503367
1.70057306401875,4.22519698439039,1.73972654398437,5.8606894710789,6.20310419730821,5.32805253195781
0.343456614823615,9.49354981998896,2.91231880554241,8.01253664039547,1.95257412768243,7.11835368583596
4.11557189720973,7.93498241998311,0,6.90909277818727,3.93767969497608,4.63814838384865
4.86013706494037,4.80615293632446,4.76098222330474,4.78267403045467,5.86680052086444,4.12677068807786
8.26406736320604,1.62341048924447,4.4685048071383,4.45444729108459,1.23137071781286,3.05127037703357
2.45237511270025,4.02728798422039,3.78937940818703,6.26155227738394,4.4189471265069,5.19177248109951
6.79671879898434,3.53669503716471,2.30032047936828,2.63049681665428,2.26568918787946,5.61817558375563
2.48534577805111,1.08830975585049,8.23841440543091,1.48537699483611,3.32430605916422,1.5207727542485
9.27744865708919,2.37364357567895,7.35838897696088,3.80218791145582,6.36829518423532,3.03322571812633
3.92303392324143,5.94118975785581,1.69857615991676,8.02939302342559,3.55683306614663,5.64729770395437
4.00075463645105,2.49407923963622,5.22688433284078,3.89100401804667,2.65853490017329,7.05081139395118
7.50577874500772,3.97440941096928,8.03139441915316,2.03627389798782,7.54962130204173,5.42717722352106
3.77151042925267,9.59290014255983,4.54326083816179,4.6611556349423,6.36401122663236,4.60308254796484
1.62103726329854,7.18927120113727,4.33901687679675,3.0126665700298,6.48670983835811,2.73687518519933
10,2.72129699400717,2.4301641697205,6.2346166888436,4.46694034680829,9.08814006837035
4.79133695186918,5.02420484474097,4.46819855229934,5.06743629782228,0,7.56320972479603
4.92001102912917,3.47550394264783,3.15644864633348,3.69819589072162,2.57865044051456,8.05715008717828
3.97735810551082,2.21171553346527,7.08815945702827,4.45663211589829,3.32149309910081,8.31248598910936
3.31886626696136,9.05560795067074,3.10918009810471,5.69538765050354,7.89979250411039,3.05154195810635
7.24549857455411,3.43179842459032,5.17451086624004,6.7342022297718,9.48693288147021,0.599428965559573
2.78056224668319,3.17308615523883,4.77625027002581,7.88478582073144,5.32908999745518,6.34259543495169
4.25796531748446,6.80870163828124,3.82645153542202,7.32649388677333,7.18407642486322,4.82063208038352
2.20286461952227,8.99957132740884,10,1.08236910371715,6.77966417230354,2.93134552329974
2.59205644429845,6.90152903646684,2.66104634560624,7.54094324755595,4.40681225429116,5.20997240315778
5.56271217948323,10,5.03658442031291,4.31129204680932,8.60828532396904,4.52695845454625
2.19007525198489,5.72658298377964,3.36049352560537,6.40737713426613,0,7.7705407203359
10,4.77225451363903,10,3.33209040038518,5.15390924084238,6.05392121498875
4.27036234017274,8.99953716626045,5.47297533346662,3.64892142816963,5.74002326251018,5.2690555473445
0.162806795847998,7.77869115666665,6.54265564228213,0.692645215256461,2.71244832830624,5.93240141006763
0.276806535688054,6.40018027780574,1.0881684196706,6.31267602164352,2.00056901720107,2.88748883552667
1.88699352830402,5.93012952915553,6.24227802785724,0.989266237676991,3.83387963577543,5.52140298309027
3.45395384987038,5.15589764191017,3.81217438985889,6.06713115848616,2.80137257877039,6.68203314517871
5.51968228242691,7.59328998894241,4.68828536639357,9.31979464091264,8.26321125450339,5.87072397885128
7.21366348853826,4.46865425862736,4.77550715717146,6.18468701482579,10,0.559203974911977
0.489694397493335,4.86947054869144,3.68067757337847,3.61566058551356,4.50565470604998,2.21643458943215
7.09882084267939,5.72688045097941,1.27083701192244,7.59448464860332,2.86641534070798,8.05500786876486
4.59664189955855,5.25177317875426,3.77791174308862,3.83307249357026,4.59978247620304,2.50293659884148
1.61385346590594,5.26550486089513,4.09619005591756,1.60533497206937,0.947537393473293,4.03558070671917
5.34539227233105,4.11882183917062,9.81179424483797,6.3867212728768,5.56109134059675,4.52198296860161
8.26603539147318,2.82864949742082,8.08462331475385,3.81065266079169,7.26951252450885,3.16106978154107
6.56364198976164,3.64496333066827,1.2075647120685,10,3.25795815500586,6.19906837374381
7.64541096792831,6.04929090388908,5.95188796214927,5.49170637024724,8.29625709089238,5.44900321943516
3.68603116224818,5.90974012361262,4.12093280794375,5.4661706138367,7.50471561412838,2.85108988424193
1.4710206950752,3.29985814981087,8.07379366751491,4.55926854064512,5.18386970012663,0
4.49457930540252,7.30725322061795,5.66549820200477,4.17703043190242,5.89050237473972,6.5686929525144
5.96729164503691,1.38521726621702,5.17005047411788,2.8822003712887,5.42508942418671,4.51081411944613
2.16356102962712,6.57139358314063,2.64801044308548,7.76608402874249,2.34587529368745,9.53224915998134
6.96586776483032,0,7.37640886366686,3.50584762714288,6.13532746773863,1.70731469348583
4.49128425744336,3.2657154536851,2.59255406513172,0.2290200983575,7.50124929018037,2.90908335766252
4.08476734578031,4.2799275161243,7.59416030812348,7.16700691961503,4.17210006504841,5.89001732991613
0,10,1.81234235860983,5.43517246463908,6.20124409401045,3.72790068835321
3.96947037618634,3.92216801853733,6.72593794190499,0,3.6509163246494,5.03416975462203
7.30734993393811,4.59513110814255,4.95248598892282,5.85259048567487,7.99860245293644,4.73941734382832
0.806297883273796,2.0977578884909,4.64446469552708,2.58541463269769,0.951836958806589,2.72312905272216
4.9661573782479,3.81101179895799,4.08116141688359,2.46728795834303,2.93058717373014,4.69194238723047
6.74145209847148,8.78355734368207,2.21984928403501,6.99123872399738,8.89851471003878,6.78532272752416
5.46905356430163,2.54147960658435,5.11311106724026,4.60267517046451,6.1627081127457,6.0247310742436
5.33644748558282,3.27116285746344,2.74027267164733,4.98129656865384,4.01338939408438,1.29807332780049
4.86969127744113,3.59678607328338,4.27827585212796,7.92060406626598,5.49415723726848,5.6221108648756
8.95592080490801,3.90425943319573,1.07955023687553,10,0,8.47786362490114
3.88516495131444,2.40744778175176,4.77723292455137,4.2023704237731,7.8995820171037,3.15159432758085
5.34044196911362,3.14166198158388,5.79653287418397,5.8840953230494,5.21249682724343,2.12140126667647
3.34985886146133,3.28881648894974,4.60685484486623,8.41447664929661,3.61361309093007,7.88673909771419
3.51615696788422,9.13113206315601,0.677667211815258,10,8.08368530414913,6.69835862824331
5.95277621630586,2.64746868001145,5.3593213544386,4.44098550227342,1.67304811393525,4.46665451790242
5.93039157377588,3.70577208328711,6.99418966385258,5.81089474839231,1.7338490758853,8.730892247818
3.63973439293591,2.110064619909,3.09627437575829,1.43289391833166,2.82275197163016,4.23185867455384
4.98256125645255,7.46571482887342,7.38325266905617,8.2298474171593,1.86856692759012,10
2.91627540350862,8.36162542250976,4.70038836491328,6.5422628978064,5.24064928502351,6.86305952744024
3.56383820815419,2.30697140889443,8.65329598957379,1.39801597842143,4.81598153482367,3.41270531953733
6.23620237202661,2.68907476388834,4.50537103041955,5.70799093340687,6.53240205362409,4.86166798039908
6.26898702595598,2.49373537981275,2.33087886749092,4.75741311633838,6.45970438997485,2.17266014286077
7.45839765382025,0,8.46954905543265,2.58784261090736,4.4998330575004,1.45520620253343
3.61703169554062,4.22370256140485,7.59850404781938,5.72384055655419,5.27682646582628,5.33480496661716
0.425990155261846,6.02261549411826,0,7.80956744521533,2.31184599530273,5.88588926337444
5.39710325255242,4.25302115225706,6.60633457378821,4.80570797171089,6.47199183550002,6.06461440814087
6.51027338397286,3.26173023415205,8.94034356487768,3.51753055478764,7.18519503769294,4.55918886222425
9.30613795151817,0.593262705174357,7.32524526710817,0,7.05075755225606,4.2355305066117
0,7.54781800771746,2.96690602670062,5.39896341252036,3.26517450813989,6.22305346053938
5.04790295013414,6.47891824196279,5.08385149040596,6.06800879415266,0.307106263385199,9.20947700971671
3.436693478714,7.68593272908446,0.610552733867578,9.54045747862218,9.84556610205754,2.54266480564966
0.257890429790078,10,6.49776141125333,3.10664989236287,6.97691887472683,9.78923457661312
3.35961697571399,7.54734843038401,4.01245405267579,4.1915398851021,5.49591207499538,7.14529211241607
7.98788235578275,4.62395538791308,5.37785895067241,6.15600623551004,6.15029544451098,10
3.40443054635637,6.60910341115363,1.08125291426238,8.62444757464967,4.43402545430943,4.98237830053673
10,3.08923593283081,8.41142858584717,0,5.23723165656914,4.98494470999753
6.63987323138856,6.22271410532537,6.85433948871329,4.97669761064239,4.49484508026897,5.71215302470419
3.47998252105184,7.33996619406205,7.91179056871058,4.67731332113081,4.52524199595445,4.75337875263688
7.32273542408408,8.03316633071785,7.11256870580537,4.14882765020086,7.98845226316547,4.99883656898792
5.73512601910197,5.41151738333509,7.06607595963841,6.7575711408281,6.26314517987849,6.23368455326757
3.82177589803872,7.03887443705161,9.64561668463204,3.0684704661405,2.23011069524073,7.21205663391335
10,4.04017365929075,6.16016064545502,5.96915597732095,10,2.66557593196789
4.88839994279982,2.08632419923277,4.0257685960012,4.33439104308332,2.23837542840575,7.23610488494025
3.98539486361321,7.84500185976002,3.90732370094586,6.56510691986302,2.7277252426257,8.45911585160029
5.06212608193933,9.29783142990258,6.07466930490487,2.15782850900494,8.80769030720447,4.32527176547732
4.29228870546306,1.63504867080084,3.18935024404048,4.57932741573433,0,5.15583072229935
3.50384542679403,8.9771022869058,5.79612572049037,7.09291612320322,7.66778751831245,5.31461388343649
0,5.23964493815095,4.03912044247851,4.86518595116083,3.18177120802297,6.63426520000121
7.23185096757351,1.30049058583668,0,5.0116906225742,8.32475184131109,3.47901079792633
2.87696494005214,7.81661621501278,4.10134175543572,6.73337000889262,8.29022784235288,1.91200634687275
4.93050844806231,2.77280188815884,3.98124104221584,4.09658905100496,3.69495377408108,1.22013902089952
1.37140065342736,7.04167714705893,3.56721090164548,4.08190011858008,6.8915263251307,2.83567943429038
4.47556782823369,7.31139044860353,6.18259834420475,6.67825202285019,3.64556814718055,6.55862690780303
5.09303790122377,3.35476549555472,8.67501386130167,2.63013554396557,6.90999552254867,2.81051336938136
7.94825913917696,5.39014856332944,3.08013683185279,7.14207166659131,7.37976972288457,7.86052815333601
7.00602775198555,1.7044100154039,6.229684849607,2.81181686654406,6.47199906625871,6.13583304859101
3.34650579356519,2.77202173136285,1.34197906229945,5.42531055442153,0,7.61718951829871
3.64679692889695,5.49359928603085,3.39255743053052,2.16423127885042,0.848960683299209,5.33149824588441
4.62440475283562,7.24311227584635,3.6491909838248,4.55174898461787,5.94525038057573,4.80981764562281
3.64886084975372,4.3764144828535,6.86751425947285,4.32089670113218,0.0682009113555974,6.30546759296753
9.37676441786422,1.89970030219383,6.82648968710025,2.47685398863895,7.25926042281266,6.04882448040125
4.07125569455921,2.91223874028862,5.77155343654235,5.81042300583682,5.60785236893314,6.90412300483006
3.67900716257392,3.45769480165145,3.22042538593809,2.5855088183075,5.5665246389643,4.26380605259345
3.74944997277875,4.7161292867035,2.27265432546734,7.25139680521449,3.46500435543687,6.57173534458463
3.4067493301444,9.96413746136291,6.26620006324011,5.81650440528449,4.66505673534306,5.34872424951359
6.27783480788518,1.62393287246078,4.88483056686498,6.187084801164,7.26066460100091,0.969652456215388
6.53767950229646,2.30461120776894,4.08740256215626,1.09580793794877,5.45033589850089,0.98475065857619
9.82093336585565,2.38983347511757,6.03424838500922,3.12320554677061,6.46203607085532,4.77741648051444
4.08871654002149,5.33013767514214,3.08168722747885,9.21080417224521,2.58814809171387,8.37663925744123
5.01421221369364,1.11306449218985,9.64237698172688,0.223248049406662,6.65435502243743,0.780855531283545
6.19292815822006,3.66832894996673,7.53220906857489,1.30920071258927,4.64022896257656,3.98600987709652
2.50950568072426,7.74429447188975,7.24907645975091,2.59583345269149,4.36872532723039,4.24176514810708
7.866638713249,1.07539223183816,4.20095937764314,3.43839088822669,3.62593856750913,4.792775513867
2.08882069960139,6.04829463302407,4.96591266810931,7.69579446778569,4.89302532308465,7.33073437458811
6.57309596658909,6.46352203648799,0.0787019622481007,8.88165143723461,2.59143683488429,4.31813871853081
3.4201617007817,6.30990038334869,4.3255572560617,5.29713563304759,7.18725938647542,2.6296642612101
0.927732079539624,8.55818652662521,5.76265136493285,3.92922332160984,3.33014385103023,9.09597833391961
6.7851438485388,2.95293198097393,4.4846978173525,5.45397847875626,3.95471862576158,5.13324979013997
8.99829956736433,0,3.00426703736757,3.562970378219,4.71074551212489,1.38620915827842
2.57534162262598,6.58757191709391,1.73151213928575,4.92802577333391,4.8176761400836,7.41589648212342
0.900347088211147,4.15670533538339,2.82441130687739,2.95780263949315,1.61447895270869,5.91694491092233
7.20853969980277,4.58814318179886,0.780865314519746,5.36992284217483,6.64910971221636,3.95761845866007
3.39532825590655,5.75011169913587,2.99982935644629,7.71300119074133,2.53898173752667,5.33687276858366
5.57236823504042,9.42934234083049,10,7.57734536143798,6.87559032764849,8.54544209068421
6.46323013713079,3.83689297482953,10,2.75769776599714,1.30813498876007,4.5621742709358
3.05795663203396,7.63717300910823,8.60723059171468,6.52364419808257,10,0
4.13929861720968,5.95483966985082,7.13754073138653,1.32909369189698,4.53951661190209,5.11389834276886
2.96199288002627,6.94312774503429,0,7.37050792401047,2.31644329363371,8.38648656450252
3.74827518799816,1.73946178251588,0,5.12654707120805,4.05132044036502,1.78866017073436
7.85984057881524,4.24434643693997,8.76198503637769,7.01478620957277,9.99387135507748,4.46739763437909
4.57514181262835,3.18156297671649,4.96783059226578,3.03506487362841,7.85136853505132,3.31059331132387
5.86126589108651,1.92706270772621,2.92235677166017,4.44617615176028,2.28631941378395,6.91492136005353
3.31668333472971,6.32466361338174,0,9.05365937614708,0,10
6.29756091783139,7.62650542100125,7.02636814931969,3.11425070175288,3.91133570425693,5.97399487697229
5.92111160365791,6.52930873333207,7.47954158479709,4.4847767451048,6.51423190438073,3.23893237439127
5.64145810631775,5.97951190483355,5.45179135276449,4.29201988719936,7.7380253431201,7.68881122694777
5.43024366569594,6.65904503340782,4.74785298748797,5.60318137709011,7.10302689864385,3.19040480703016
6.71869495377317,4.52447371525573,2.45290425941529,4.52004712808577,8.30146586574797,3.90678318115706
4.77199528936969,4.06520144058403,2.76907123240907,9.76579122574504,7.13359017606335,4.17615311539789
4.02623529502212,4.11401619767687,6.31255015342248,2.54812836767069,6.53263543555731,0
6.09432534849391,1.93834758389412,6.52837472050154,4.7896150060922,5.12708757163791,6.5950667341548
2.47662887115714,6.47803215495164,4.00486564134287,4.61971679726817,0.376145657889884,8.12448876556324
7.48684095730976,4.40479257750688,7.52980157412579,2.6808801502751,5.14326680363105,0.0948030639948453
7.37418732557483,5.44046818888167,9.46142552568285,2.53436905119647,6.1186676437176,3.45790483676217
10,2.56863245215096,6.35732859567309,2.80072049292511,4.59869243018754,8.1277949576549
3.76043405686623,9.36993369394417,6.55739739493871,10,5.7341998059202,9.28125356637531
5.23029399575063,4.33210704342181,4.48383343653379,5.23404936157422,3.33382766872519,9.01180834608184
6.70094930530013,2.1269630458065,5.45911508283711,2.51049130239638,4.62560170996429,6.29592532292476
2.57180762780011,5.38726173409895,3.73867042778873,6.36360882782562,7.58863072570472,1.49412698340734
4.13817608751209,5.85818685565513,5.87259354384497,4.6945434801237,6.86134265530239,2.84393872180748
9.69371146671083,3.0962552544624,10,0,6.126684504087,4.36364444863377
3.42985827767101,8.63967076816254,0.809925495327789,6.50909883786064,7.39772448107391,3.81811121858511
1.8778364709531,9.69947865944021,5.61784251175472,7.120624811786,1.38330409353816,10
4.05529705968422,5.35611996097182,5.41331252619763,5.20632632835262,6.70748993280208,2.86057590498537
0.103265483576241,7.80484380052236,8.32348289674646,6.24189474164681,3.64367923764533,4.75581692015005
5.80062284412907,6.74843438786758,7.53707585098551,6.0576066664349,10,7.10070460347979
1.92774662740283,7.52218737286853,4.55503934319979,7.2583832647498,5.47613262143451,4.7486071197569
7.26654888220791,0,6.51831897789196,0,6.54258991357749,0.386563950502715
4.26593183135535,3.0010307517291,4.28917783701312,5.59412467860842,4.03243935497834,5.35671285070843
1.43431742263583,7.00224558143691,3.17258198708916,3.44100493832653,4.63699576803199,3.53389258728934
4.98607667357808,5.2102372386349,3.04568126536329,3.74098053370758,6.13277236992433,6.65533674731162
4.40807351731602,1.7220587413056,5.67367296376958,0,5.45389032610111,6.33580183152458
6.92664674750219,4.32043003781824,6.21994675924678,5.42240582721999,3.15138107213822,5.78584417675511
2.33994966630575,10,5.1564724606385,7.15592346071848,4.43583876004092,7.88132586730325
4.96793859183988,5.01090284185359,2.58608940528063,6.69470942527143,5.93296916687526,1.69809870402622
3.42389327957214,3.66210688367128,3.05046812839351,2.64301710434403,9.62145867392749,2.26275040075801
